rank,entry,entry_type,frequency_band,category,usage_note
2035,I’m not angry.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2036,I’m not myself today.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2037,I’m sleepy.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2038,I’m starving.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2039,I’m sweating.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2040,I’m wide awake.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2041,Thanks for understanding.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2042,That helps a lot.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2043,That made my day.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2044,That really hurt.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2045,Today was nice.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2046,Today was rough.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2047,"Can I get coffee, please?",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2048,"Can I get tea, please?",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2049,"Can I get water, please?",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2050,Can I have it without onions?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2051,Can I have the sauce on the side?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2052,Can I see the menu?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2053,Can we get another plate?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2054,Can we get extra napkins?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2055,Can we pay by card?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2056,Can we sit inside?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2057,Can we sit outside?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2058,Can we split the bill?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2059,"Could we have the bill, please?",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2060,"Could we have the menu, please?",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2061,Do you have a table for four?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2062,Do you have a table for two?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2063,Does this have dairy?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2064,Does this have nuts?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2065,I don't eat meat.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2066,I don't eat pork.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2067,I'll have the chicken.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2068,I'll have the fish.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2069,I'll have the pasta.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2070,I'll have the salad.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2071,I'll have the same.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2072,I'm allergic to nuts.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2073,I'm allergic to seafood.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2074,Is this spicy?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2075,Is this vegan?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2076,Is this vegetarian?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2077,Keep the change.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2078,"Less sugar, please.",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2079,Let's cook at home.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2080,Let's eat out.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2081,Let's order food.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2082,"No ice, please.",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2083,"Not too spicy, please.",phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2084,The service was great.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2085,This is cold.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2086,This is delicious.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2087,This is really good.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2088,This is too salty.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2089,This is too spicy.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2090,This isn't what I ordered.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2091,We are still waiting for our food.,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2092,What do you recommend?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2093,What do you want to eat?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2094,What should we eat?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2095,What's popular here?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2096,What's the special today?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2097,Where should we eat?,phrase,Medium,Food and restaurants,Natural phrase people use in conversation
2098,Are you ready to order?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2099,"Can I get a glass of water, please?",phrase,Medium,Food and restaurants everyday,Polite request
2100,Can I get a takeaway box?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2101,Can I get it without onions?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2102,"Can I get some water, please?",phrase,Medium,Food and restaurants everyday,Polite request
2103,"Can I get the bill, please?",phrase,Medium,Food and restaurants everyday,Polite request
2104,"Can I get the menu, please?",phrase,Medium,Food and restaurants everyday,Polite request
2105,Can I get the sauce on the side?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2106,Can I have extra sauce?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2107,Can we pay separately?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2108,Can we see the menu?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
2109,Can you make it less spicy?,phrase,Medium,Food and restaurants everyday,Natural phrase people use in conversation or travel
